chosen_core,link_success_prob,sim_time,fidelity,seed,elapsed_time
"(1, 3)",0.01,64.000000000005,0.9999999999999998,88,0.004682625
"(3, 4)",0.01,98.000000000014,0.9999999999999998,89,0.004685917
"(1, 3)",0.01,362.000000000045,0.9999999999999998,90,0.005415083
"(2, 4)",0.01,326.00000000006105,0.9999999999999998,91,0.005226
"(2, 4)",0.01,213.000000000001,0.9999999999999998,92,0.005309208
"(1, 3)",0.01,230.00000000000801,0.9999999999999998,93,0.005058417
"(3, 4)",0.01,294.00000000012875,0.9999999999999998,94,0.009222416
"(3, 4)",0.01,299.000000000017,0.9999999999999998,95,0.005630125
"(1, 4)",0.01,166.00000000004104,0.9999999999999998,96,0.005010333
"(3, 5)",0.01,84.000000000006,0.9999999999999998,97,0.005135333
"(3, 4)",0.01,310.000000000019,0.9999999999999998,98,0.005042375
"(1, 5)",0.01,407.00000000003604,0.9999999999999998,99,0.005002291
"(1, 5)",0.01,148.000000000003,0.9999999999999998,100,0.004838416
"(1, 3)",0.02,274.000000000005,0.9999999999999998,1,0.006079792
"(1, 4)",0.02,136.000000000001,0.9999999999999998,2,0.005142541
"(1, 4)",0.02,503.00000000002603,0.9999999999999998,3,0.009162875
"(3, 5)",0.02,96.00000000003003,0.9999999999999998,4,0.00488525
"(1, 5)",0.02,107.000000000001,0.9999999999999998,5,0.004822375
"(3, 4)",0.02,112.000000000001,0.9999999999999998,6,0.004956375
"(1, 5)",0.02,138.00000000001302,0.9999999999999998,7,0.004589083
"(2, 4)",0.02,91.000000000003,0.9999999999999998,8,0.004666458
"(2, 4)",0.02,70.000000000003,0.9999999999999998,9,0.004634625
"(2, 4)",0.02,38.000000000003,0.9999999999999998,10,0.004459666
"(2, 5)",0.02,271.0000000000501,0.9999999999999998,11,0.005779416
"(1, 5)",0.02,190.000000000025,0.9999999999999998,12,0.004682875
"(1, 4)",0.02,263.000000000004,0.9999999999999998,13,0.005286
"(1, 3)",0.02,48.000000000008,0.9999999999999998,14,0.004384375
"(1, 5)",0.02,81.00000000000901,0.9999999999999998,15,0.004600125
"(2, 3)",0.02,85.000000000006,0.9999999999999998,16,0.004846875
"(3, 4)",0.02,121.000000000012,0.9999999999999998,17,0.005232167
"(3, 4)",0.02,113.000000000002,0.9999999999999998,18,0.005407417
"(2, 5)",0.02,104.00000000005306,0.9999999999999998,19,0.004739834
"(1, 4)",0.02,107.00000000003104,0.9999999999999998,20,0.004440042
"(1, 3)",0.02,103.000000000006,0.9999999999999998,21,0.005336917
"(1, 3)",0.02,50.000000000002004,0.9999999999999998,22,0.009064833
"(3, 4)",0.02,76.00000000001,0.9999999999999998,23,0.00480925
"(2, 5)",0.02,105.000000000002,0.9999999999999998,24,0.004594083
"(1, 5)",0.02,59.000000000010004,0.9999999999999998,25,0.004657042
"(3, 5)",0.02,116.000000000001,0.9999999999999998,26,0.00490925
"(3, 4)",0.02,58.000000000003,0.9999999999999998,27,0.005239458
"(2, 3)",0.02,98.00000000001901,0.9999999999999998,28,0.005642125
"(1, 4)",0.02,60.000000000003,0.9999999999999998,29,0.004867333
"(2, 5)",0.02,165.000000000021,0.9999999999999998,30,0.004890208
"(1, 5)",0.02,119.00000000001,0.9999999999999998,31,0.008168209
"(1, 3)",0.02,271.000000000012,0.9999999999999998,32,0.004760667
"(1, 5)",0.02,211.00000000001302,0.9999999999999998,33,0.004897
"(3, 4)",0.02,273.00000000002603,0.9999999999999998,34,0.005115166
"(2, 5)",0.02,112.00000000001,0.9999999999999998,35,0.004504583
"(1, 3)",0.02,63.000000000005,0.9999999999999998,36,0.004371458
"(1, 3)",0.02,120.00000000003504,0.9999999999999998,37,0.004760084
"(2, 4)",0.02,86.000000000002,0.9999999999999998,38,0.004556209
"(1, 4)",0.02,77.00000000003303,0.9999999999999998,39,0.004754709
"(1, 4)",0.02,117.000000000021,0.9999999999999998,40,0.007897167
"(1, 3)",0.02,205.000000000009,0.9999999999999998,41,0.004996542
"(2, 3)",0.02,75.00000000002802,0.9999999999999998,42,0.004882042
"(1, 3)",0.02,88.000000000012,0.9999999999999998,43,0.004893625
"(1, 3)",0.02,132.000000000006,0.9999999999999998,44,0.00475225
"(2, 4)",0.02,140.000000000003,0.9999999999999998,45,0.004570583
"(3, 4)",0.02,210.000000000016,0.9999999999999998,46,0.005114041
"(3, 4)",0.02,48.000000000006,0.9999999999999998,47,0.004904375
"(2, 5)",0.02,161.00000000000801,0.9999999999999998,48,0.00515775
"(3, 4)",0.02,126.000000000021,0.9999999999999998,49,0.004902333
"(1, 4)",0.02,45.000000000001,0.9999999999999998,50,0.004851625
"(3, 4)",0.02,118.000000000015,0.9999999999999998,51,0.00478575
"(1, 5)",0.02,92.000000000001,0.9999999999999998,52,0.004729417
"(1, 3)",0.02,68.000000000015,0.9999999999999998,53,0.004554125
"(2, 5)",0.02,41.000000000009,0.9999999999999998,54,0.004835
"(2, 5)",0.02,84.00000000001901,0.9999999999999998,55,0.0045565
"(1, 3)",0.02,66.000000000001,0.9999999999999998,56,0.004639542
"(1, 3)",0.02,46.000000000002004,0.9999999999999998,57,0.004653333
"(2, 4)",0.02,199.000000000006,0.9999999999999998,58,0.004967
"(3, 4)",0.02,90.00000000001,0.9999999999999998,59,0.007488167
"(1, 3)",0.02,214.000000000009,0.9999999999999998,60,0.004833459
"(1, 3)",0.02,69.00000000000699,0.9999999999999998,61,0.004667959
"(2, 4)",0.02,135.00000000001398,0.9999999999999998,62,0.007213208
"(2, 5)",0.02,51.000000000010004,0.9999999999999998,63,0.005998917
"(2, 5)",0.02,58.000000000012,0.9999999999999998,64,0.005018209
"(1, 3)",0.02,192.000000000006,0.9999999999999998,65,0.004980833
"(2, 4)",0.02,162.000000000005,0.9999999999999998,66,0.004521083
"(3, 5)",0.02,112.00000000000401,0.9999999999999998,67,0.004531333
"(3, 4)",0.02,54.000000000002004,0.9999999999999998,68,0.008560167
"(2, 4)",0.02,179.000000000001,0.9999999999999998,69,0.004611792
"(1, 5)",0.02,79.00000000002802,0.9999999999999998,70,0.004445959
"(2, 5)",0.02,72.000000000017,0.9999999999999998,71,0.004850791
"(1, 3)",0.02,104.000000000008,0.9999999999999998,72,0.004730125
"(2, 5)",0.02,79.000000000003,0.9999999999999998,73,0.00447625
"(2, 4)",0.02,126.000000000005,0.9999999999999998,74,0.00477775
"(1, 5)",0.02,161.000000000001,0.9999999999999998,75,0.005084
"(1, 5)",0.02,146.000000000001,0.9999999999999998,76,0.004927084
"(2, 4)",0.02,81.000000000011,0.9999999999999998,77,0.004807083
"(2, 4)",0.02,80.000000000012,0.9999999999999998,78,0.004923
"(1, 5)",0.02,132.00000000001802,0.9999999999999998,79,0.004901834
"(2, 5)",0.02,53.000000000009,0.9999999999999998,80,0.004606459
"(1, 4)",0.02,51.000000000008,0.9999999999999998,81,0.004725542
"(3, 5)",0.02,74.00000000000401,0.9999999999999998,82,0.004615125
"(1, 3)",0.02,149.00000000002,0.9999999999999998,83,0.005950041
"(1, 4)",0.02,80.00000000001,0.9999999999999998,84,0.004402792
"(2, 3)",0.02,143.00000000002302,0.9999999999999998,85,0.004895625
"(2, 3)",0.02,92.000000000002,0.9999999999999998,86,0.005022042
"(2, 4)",0.02,66.00000000000901,0.9999999999999998,87,0.007658417
"(1, 3)",0.02,35.000000000003,0.9999999999999998,88,0.004663417
"(3, 4)",0.02,50.000000000007,0.9999999999999998,89,0.00482025
"(1, 3)",0.02,182.00000000002302,0.9999999999999998,90,0.004794333
"(2, 4)",0.02,164.00000000003104,0.9999999999999998,91,0.004874625
"(2, 4)",0.02,108.000000000001,0.9999999999999998,92,0.005224708
"(1, 3)",0.02,116.00000000000401,0.9999999999999998,93,0.004839417
"(3, 4)",0.02,148.0000000000641,0.9999999999999998,94,0.004378583
"(3, 4)",0.02,151.000000000009,0.9999999999999998,95,0.0050745
"(1, 4)",0.02,84.000000000021,0.9999999999999998,96,0.009301292
"(3, 5)",0.02,43.000000000003,0.9999999999999998,97,0.005224833
"(3, 4)",0.02,156.00000000001,0.9999999999999998,98,0.005253375
"(1, 5)",0.02,204.00000000001802,0.9999999999999998,99,0.005317833
"(1, 5)",0.02,75.000000000002,0.9999999999999998,100,0.005125291
"(1, 3)",0.03,183.000000000004,0.9999999999999998,1,0.005467292
"(1, 4)",0.03,92.000000000001,0.9999999999999998,2,0.005098917
"(1, 4)",0.03,334.000000000017,0.9999999999999998,3,0.005331542
"(3, 4)",0.03,65.00000000002001,0.9999999999999998,4,0.004959542
"(1, 5)",0.03,72.000000000001,0.9999999999999998,5,0.008436042
"(2, 4)",0.03,75.000000000001,0.9999999999999998,6,0.004899208
"(1, 5)",0.03,93.00000000000901,0.9999999999999998,7,0.0050905
"(2, 4)",0.03,62.000000000002004,0.9999999999999998,8,0.004486625
"(2, 4)",0.03,48.000000000002004,0.9999999999999998,9,0.004693125
"(2, 4)",0.03,26.000000000002,0.9999999999999998,10,0.004605
"(2, 5)",0.03,181.00000000003405,0.9999999999999998,11,0.004944333
"(1, 5)",0.03,127.000000000017,0.9999999999999998,12,0.004915125
"(1, 4)",0.03,176.000000000003,0.9999999999999998,13,0.004650791
"(1, 3)",0.03,33.000000000006,0.9999999999999998,14,0.004558083
"(1, 5)",0.03,55.000000000006,0.9999999999999998,15,0.004543333
"(2, 3)",0.03,58.000000000004,0.9999999999999998,16,0.004891625
"(3, 4)",0.03,82.000000000008,0.9999999999999998,17,0.004929
"(3, 4)",0.03,76.000000000001,0.9999999999999998,18,0.0043825
"(2, 5)",0.03,70.00000000003504,0.9999999999999998,19,0.004611083
"(1, 4)",0.03,72.000000000021,0.9999999999999998,20,0.0044205
"(1, 3)",0.03,70.00000000000401,0.9999999999999998,21,0.004533958
"(1, 3)",0.03,34.000000000002004,0.9999999999999998,22,0.004791833
"(3, 4)",0.03,52.000000000007,0.9999999999999998,23,0.004424167
"(2, 5)",0.03,71.000000000002,0.9999999999999998,24,0.008513875
"(1, 5)",0.03,41.000000000007,0.9999999999999998,25,0.004382667
"(3, 5)",0.03,78.000000000001,0.9999999999999998,26,0.004757583
"(3, 4)",0.03,40.000000000002004,0.9999999999999998,27,0.004768792
"(2, 3)",0.03,66.000000000013,0.9999999999999998,28,0.004364542
"(1, 4)",0.03,41.000000000002004,0.9999999999999998,29,0.004472334
"(2, 5)",0.03,110.000000000014,0.9999999999999998,30,0.004516625
"(1, 5)",0.03,80.00000000000699,0.9999999999999998,31,0.004373875
"(1, 3)",0.03,181.00000000000801,0.9999999999999998,32,0.00510025
"(1, 5)",0.03,141.000000000009,0.9999999999999998,33,0.00478775
"(3, 4)",0.03,182.000000000017,0.9999999999999998,34,0.00516625
"(2, 5)",0.03,75.00000000000699,0.9999999999999998,35,0.004543875
"(1, 3)",0.03,43.000000000004,0.9999999999999998,36,0.004773375
"(1, 3)",0.03,81.00000000002402,0.9999999999999998,37,0.004605959
"(2, 4)",0.03,58.000000000002004,0.9999999999999998,38,0.004518458
"(1, 4)",0.03,52.00000000002201,0.9999999999999998,39,0.004557416
"(1, 4)",0.03,78.000000000014,0.9999999999999998,40,0.004660958
"(1, 3)",0.03,137.000000000006,0.9999999999999998,41,0.004574916
"(2, 3)",0.03,51.00000000001901,0.9999999999999998,42,0.004652375
"(1, 3)",0.03,59.000000000008,0.9999999999999998,43,0.008498375
"(1, 3)",0.03,89.00000000000401,0.9999999999999998,44,0.004988666
"(2, 4)",0.03,94.000000000002,0.9999999999999998,45,0.004822958
"(3, 4)",0.03,141.000000000011,0.9999999999999998,46,0.004793083
"(3, 4)",0.03,33.000000000004,0.9999999999999998,47,0.004691375
"(2, 5)",0.03,108.000000000005,0.9999999999999998,48,0.004658042
"(3, 4)",0.03,85.000000000014,0.9999999999999998,49,0.004580375
"(1, 4)",0.03,31.000000000001002,0.9999999999999998,50,0.004564042
"(3, 5)",0.03,79.00000000001,0.9999999999999998,51,0.004563541
"(1, 5)",0.03,62.000000000001,0.9999999999999998,52,0.00771975
"(1, 5)",0.03,47.000000000010004,0.9999999999999998,53,0.00478675
"(2, 5)",0.03,29.000000000006,0.9999999999999998,54,0.0047365
"(2, 5)",0.03,57.000000000012,0.9999999999999998,55,0.004631333
"(1, 3)",0.03,45.000000000001,0.9999999999999998,56,0.00458175
"(1, 3)",0.03,32.000000000001,0.9999999999999998,57,0.004608209
"(2, 4)",0.03,133.000000000004,0.9999999999999998,58,0.004862667
"(3, 4)",0.03,61.000000000007,0.9999999999999998,59,0.00437625
"(1, 3)",0.03,143.000000000006,0.9999999999999998,60,0.004617292
"(1, 3)",0.03,47.000000000005,0.9999999999999998,61,0.004602291
"(2, 4)",0.03,91.00000000001,0.9999999999999998,62,0.004944125
"(2, 5)",0.03,36.000000000007,0.9999999999999998,63,0.004666083
"(2, 5)",0.03,40.000000000008,0.9999999999999998,64,0.004456375
"(1, 3)",0.03,128.000000000004,0.9999999999999998,65,0.004522417
"(2, 4)",0.03,109.000000000003,0.9999999999999998,66,0.004681666
"(3, 5)",0.03,75.000000000003,0.9999999999999998,67,0.004689042
"(3, 4)",0.03,37.000000000002004,0.9999999999999998,68,0.004301834
"(2, 4)",0.03,120.000000000001,0.9999999999999998,69,0.004425459
"(1, 5)",0.03,54.00000000001901,0.9999999999999998,70,0.004491375
"(2, 5)",0.03,49.000000000011,0.9999999999999998,71,0.007690041
"(1, 3)",0.03,70.000000000005,0.9999999999999998,72,0.004691833
"(2, 5)",0.03,54.000000000002004,0.9999999999999998,73,0.0043545
"(2, 4)",0.03,85.000000000003,0.9999999999999998,74,0.00453125
"(1, 5)",0.03,108.000000000001,0.9999999999999998,75,0.004747208
"(1, 5)",0.03,98.000000000001,0.9999999999999998,76,0.004499
"(2, 4)",0.03,55.000000000008,0.9999999999999998,77,0.004503208
"(2, 4)",0.03,54.000000000008,0.9999999999999998,78,0.004536458
"(1, 5)",0.03,89.000000000012,0.9999999999999998,79,0.004688834
"(2, 5)",0.03,37.000000000006,0.9999999999999998,80,0.004787875
"(1, 4)",0.03,36.000000000005,0.9999999999999998,81,0.004719875
"(3, 5)",0.03,50.000000000003,0.9999999999999998,82,0.004504917
"(1, 3)",0.03,100.000000000013,0.9999999999999998,83,0.004570791
"(1, 4)",0.03,54.000000000007,0.9999999999999998,84,0.005187708
"(2, 3)",0.03,96.000000000015,0.9999999999999998,85,0.004855875
"(2, 3)",0.03,62.000000000001,0.9999999999999998,86,0.005465167
"(2, 4)",0.03,45.000000000006,0.9999999999999998,87,0.005382083
"(1, 3)",0.03,25.000000000002,0.9999999999999998,88,0.004626208
"(3, 4)",0.03,35.000000000005,0.9999999999999998,89,0.004476417
"(1, 3)",0.03,122.000000000015,0.9999999999999998,90,0.007955792
"(2, 4)",0.03,110.000000000021,0.9999999999999998,91,0.004806083
"(2, 4)",0.03,73.000000000001,0.9999999999999998,92,0.004870125
"(1, 3)",0.03,78.000000000003,0.9999999999999998,93,0.004724875
"(3, 4)",0.03,99.00000000004306,0.9999999999999998,94,0.004439166
"(3, 4)",0.03,101.000000000006,0.9999999999999998,95,0.004923083
"(1, 4)",0.03,57.000000000014,0.9999999999999998,96,0.004586083
"(3, 5)",0.03,30.000000000002,0.9999999999999998,97,0.00496025
"(3, 4)",0.03,105.00000000000699,0.9999999999999998,98,0.004569625
"(1, 5)",0.03,137.000000000012,0.9999999999999998,99,0.00839825
"(1, 5)",0.03,51.000000000001,0.9999999999999998,100,0.004639
"(1, 3)",0.04,137.000000000003,0.9999999999999998,1,0.00511975
"(1, 4)",0.04,69.000000000001,0.9999999999999998,2,0.004811125
"(1, 4)",0.04,250.00000000001302,0.9999999999999998,3,0.004768042
"(3, 4)",0.04,49.000000000015,0.9999999999999998,4,0.005059208
"(1, 5)",0.04,55.000000000001,0.9999999999999998,5,0.0045085
"(2, 4)",0.04,57.000000000001,0.9999999999999998,6,0.004327417
"(1, 5)",0.04,70.00000000000699,0.9999999999999998,7,0.004790417
"(2, 4)",0.04,47.000000000002004,0.9999999999999998,8,0.005148292
"(2, 4)",0.04,36.000000000002004,0.9999999999999998,9,0.004754
"(2, 4)",0.04,21.000000000002,0.9999999999999998,10,0.004562334
"(2, 5)",0.04,136.000000000025,0.9999999999999998,11,0.004460542
"(1, 5)",0.04,96.000000000013,0.9999999999999998,12,0.004455042
"(1, 4)",0.04,132.000000000002,0.9999999999999998,13,0.004623834
"(1, 3)",0.04,26.000000000004,0.9999999999999998,14,0.004404792
"(1, 5)",0.04,42.000000000005,0.9999999999999998,15,0.0045905
"(2, 3)",0.04,44.000000000003,0.9999999999999998,16,0.004660083
"(3, 4)",0.04,62.000000000006,0.9999999999999998,17,0.004623958
"(3, 4)",0.04,58.000000000001,0.9999999999999998,18,0.008247083
"(2, 5)",0.04,53.00000000002602,0.9999999999999998,19,0.004914417
"(1, 4)",0.04,55.000000000016,0.9999999999999998,20,0.004748666
"(1, 3)",0.04,53.000000000003,0.9999999999999998,21,0.004520208
"(1, 3)",0.04,26.000000000001002,0.9999999999999998,22,0.0045195
"(3, 4)",0.04,40.000000000005,0.9999999999999998,23,0.005064292
"(2, 5)",0.04,54.000000000001,0.9999999999999998,24,0.004552667
"(1, 5)",0.04,31.000000000005002,0.9999999999999998,25,0.004516625
"(3, 5)",0.04,59.000000000001,0.9999999999999998,26,0.004385791
"(3, 4)",0.04,31.000000000002,0.9999999999999998,27,0.007625166
"(2, 3)",0.04,51.000000000010004,0.9999999999999998,28,0.004700166
"(1, 4)",0.04,31.000000000002,0.9999999999999998,29,0.004453417
"(2, 5)",0.04,83.000000000011,0.9999999999999998,30,0.004733958
"(1, 5)",0.04,60.000000000005,0.9999999999999998,31,0.004512542
"(1, 3)",0.04,136.000000000006,0.9999999999999998,32,0.004583792
"(1, 5)",0.04,106.00000000000699,0.9999999999999998,33,0.004740666
"(3, 4)",0.04,137.00000000001302,0.9999999999999998,34,0.004556958
"(2, 5)",0.04,57.000000000005,0.9999999999999998,35,0.004321709
"(1, 3)",0.04,33.000000000003,0.9999999999999998,36,0.0045795
"(1, 3)",0.04,61.000000000018005,0.9999999999999998,37,0.008068
"(2, 4)",0.04,44.000000000001,0.9999999999999998,38,0.004570834
"(1, 4)",0.04,40.000000000016,0.9999999999999998,39,0.004377459
"(1, 4)",0.04,59.000000000011,0.9999999999999998,40,0.004415917
"(1, 3)",0.04,103.000000000005,0.9999999999999998,41,0.004399625
"(2, 3)",0.04,39.000000000014,0.9999999999999998,42,0.00452375
"(1, 3)",0.04,45.000000000006,0.9999999999999998,43,0.004728875
"(1, 3)",0.04,67.000000000003,0.9999999999999998,44,0.004596459
"(2, 4)",0.04,71.000000000002,0.9999999999999998,45,0.004518542
"(3, 4)",0.04,106.000000000008,0.9999999999999998,46,0.008004666
"(3, 4)",0.04,25.000000000003,0.9999999999999998,47,0.004578042
"(2, 5)",0.04,81.00000000000401,0.9999999999999998,48,0.004611875
"(3, 4)",0.04,64.000000000011,0.9999999999999998,49,0.004479959
"(1, 4)",0.04,24.000000000001002,0.9999999999999998,50,0.004552541
"(3, 4)",0.04,60.000000000007,0.9999999999999998,51,0.004788458
"(1, 5)",0.04,47.000000000001,0.9999999999999998,52,0.004478542
"(1, 3)",0.04,36.000000000008,0.9999999999999998,53,0.004506084
"(2, 5)",0.04,22.000000000005002,0.9999999999999998,54,0.00451475
"(2, 5)",0.04,43.000000000009,0.9999999999999998,55,0.004556209
"(1, 3)",0.04,35.000000000001,0.9999999999999998,56,0.004624542
"(1, 3)",0.04,25.000000000001002,0.9999999999999998,57,0.004619459
"(2, 4)",0.04,100.000000000003,0.9999999999999998,58,0.004743541
"(3, 4)",0.04,46.000000000005,0.9999999999999998,59,0.004373958
"(1, 3)",0.04,108.000000000005,0.9999999999999998,60,0.004694459
"(1, 3)",0.04,36.000000000004,0.9999999999999998,61,0.004529083
"(2, 4)",0.04,69.00000000000699,0.9999999999999998,62,0.0045455
"(2, 5)",0.04,29.000000000005002,0.9999999999999998,63,0.004289292
"(2, 5)",0.04,31.000000000006,0.9999999999999998,64,0.004589
"(1, 3)",0.04,97.000000000003,0.9999999999999998,65,0.007953875
"(2, 4)",0.04,82.000000000003,0.9999999999999998,66,0.004639542
"(3, 5)",0.04,57.000000000002004,0.9999999999999998,67,0.004407666
"(3, 4)",0.04,28.000000000001002,0.9999999999999998,68,0.004414625
"(2, 4)",0.04,90.000000000001,0.9999999999999998,69,0.004771125
"(1, 5)",0.04,41.000000000014,0.9999999999999998,70,0.004222167
"(2, 5)",0.04,38.000000000009,0.9999999999999998,71,0.004245625
"(1, 3)",0.04,53.000000000004,0.9999999999999998,72,0.004447208
"(2, 5)",0.04,41.000000000002004,0.9999999999999998,73,0.004266917
"(2, 4)",0.04,64.000000000003,0.9999999999999998,74,0.008407708
"(1, 5)",0.04,82.000000000001,0.9999999999999998,75,0.004506125
"(1, 5)",0.04,74.000000000001,0.9999999999999998,76,0.0047105
"(1, 3)",0.04,42.000000000006,0.9999999999999998,77,0.004733208
"(2, 4)",0.04,42.000000000006,0.9999999999999998,78,0.004764709
"(1, 5)",0.04,67.00000000000901,0.9999999999999998,79,0.004781084
"(2, 5)",0.04,29.000000000005002,0.9999999999999998,80,0.004298792
"(1, 4)",0.04,28.000000000004,0.9999999999999998,81,0.004694125
"(3, 5)",0.04,38.000000000002004,0.9999999999999998,82,0.004535625
"(1, 3)",0.04,76.00000000001,0.9999999999999998,83,0.004494792
